
0.231659, 252, 22
0.217865, 255, 45
0.201568, 255, 43
0.216462, 255, 44
0.201508, 255, 44
0.218109, 255, 45
0.204102, 255, 46
0.220429, 255, 48
0.205413, 255, 56
0.221802, 255, 60
0.239746, 254, 47
0.226105, 255, 47
0.240204, 255, 46
0.226013, 255, 46
0.242188, 255, 46
0.228332, 255, 49
0.244476, 255, 43
0.228363, 255, 47
0.243958, 255, 53
0.226745, 255, 219
0.259368, 219, 44
0.242828, 255, 60
0.260407, 255, 44
0.275116, 248, 48
0.259338, 255, 46
0.177399, 255, 44
0.260406, 255, 44
0.245178, 255, 49
0.261231, 255, 46
0.244843, 255, 46
0.161621, 255, 47
0.244843, 255, 50
0.163300, 255, 49
0.244537, 255, 49
0.164246, 255, 53
0.246307, 255, 55
0.164032, 255, 192
0.196655, 192, 44
0.148987, 255, 63
0.164733, 255, 57
0.181671, 255, 50
0.196900, 255, 47
0.181457, 255, 46
0.196533, 255, 44
0.178772, 255, 49
0.193085, 255, 49
0.178985, 255, 46
0.193450, 255, 51
0.178467, 255, 52
0.165955, 255, 192
0.198548, 192, 48
0.213653, 255, 47
0.166138, 255, 200
0.198761, 200, 46
0.215149, 255, 48
0.200683, 255, 46
0.216308, 255, 50
0.201782, 255, 47
0.217376, 255, 26
0.202606, 255, 27
0.218567, 255, 28
0.201538, 255, 22
0.188019, 255, 27
0.203186, 255, 26
0.187622, 255, 23
0.202728, 255, 27
0.187409, 255, 26
0.203216, 255, 31
0.189209, 255, 32
0.203796, 255, 30
0.189392, 255, 38
0.205231, 255, 40
0.187745, 255, 46
0.220337, 46, 24
0.204315, 255, 181
0.236908, 181, 24
0.221802, 244, 23
0.235504, 255, 22
0.220764, 255, 23
0.235962, 255, 27
0.221160, 255, 28
0.207398, 255, 29
0.224731, 255, 30
0.210633, 255, 27
0.224853, 255, 36
0.210358, 255, 29
0.226441, 255, 172
0.259033, 172, 21
0.244233, 244, 24
0.226075, 255, 32
0.211517, 255, 41
0.244171, 41, 23
0.229644, 247, 28
0.246307, 255, 23
0.231476, 255, 23
0.247681, 255, 30
0.233155, 255, 23
0.248810, 255, 28
0.233185, 255, 27
0.246215, 255, 26
0.231720, 255, 27
0.245545, 255, 26
0.230652, 255, 29
0.245758, 255, 30
0.230988, 255, 22
0.218384, 255, 27
0.234344, 255, 26
0.219788, 255, 26
0.233703, 255, 27
0.219299, 255, 28
0.234711, 255, 29
0.220124, 255, 24
0.235352, 255, 35
0.220826, 255, 35
0.236511, 255, 39
0.221833, 255, 205
0.254425, 205, 19
0.271424, 254, 30
0.255799, 255, 25
0.241821, 255, 25
0.257233, 255, 23
0.243195, 255, 27
0.259766, 255, 23
0.244660, 255, 25
0.258606, 255, 28
0.243377, 255, 23
0.260163, 255, 26
0.247100, 255, 26
0.233398, 255, 22
0.248352, 255, 24
0.235169, 255, 28
0.251771, 255, 28
0.237488, 255, 27
0.253479, 255, 30
0.239746, 255, 28
0.255157, 255, 24
0.242035, 255, 24
0.227478, 255, 26
0.243316, 255, 22
0.229676, 255, 30
0.244690, 255, 30
0.229523, 255, 29
0.246246, 255, 28
0.230957, 255, 34
0.148956, 255, 34
0.266053, 254, 26
0.221222, 255, 224
0.254181, 224, 28
0.271149, 255, 26
0.255890, 255, 25
0.175812, 255, 25
0.260589, 255, 25
0.246949, 255, 22
0.263947, 255, 29
0.249207, 255, 27
0.168366, 255, 26
0.251343, 255, 31
0.168671, 255, 26
0.253082, 255, 30
0.171753, 255, 22
0.158142, 255, 28
0.242371, 255, 27
0.160614, 255, 32
0.242127, 255, 34
0.161346, 255, 24
0.246521, 255, 27
0.163819, 255, 32
0.246796, 255, 30
0.233032, 255, 219
0.265625, 219, 21
0.150695, 255, 33
0.265564, 254, 27
0.151794, 255, 42
0.184418, 42, 20
0.234954, 255, 39
0.267547, 39, 23
0.153259, 255, 232
0.186065, 232, 18
0.267639, 252, 25
0.153045, 255, 39
0.267212, 255, 25
0.186432, 248, 26
0.269806, 255, 31
0.188141, 255, 23
0.268250, 255, 27
0.254059, 255, 25
0.171966, 255, 29
0.256165, 255, 28
0.174255, 255, 32
0.258697, 255, 27
0.176453, 255, 27
0.260163, 255, 26
0.178467, 255, 23
0.164062, 255, 20
0.247192, 255, 28
0.166168, 255, 26
0.248841, 255, 37
0.166259, 255, 26
0.152771, 255, 31
0.168609, 255, 197
0.201202, 197, 28
0.153656, 255, 42
0.186249, 42, 21
0.168121, 255, 45
0.200714, 45, 23
0.186341, 254, 21
0.201965, 249, 24
0.154968, 255, 219
0.187744, 219, 23
0.271759, 255, 29
0.189515, 255, 29
0.175262, 255, 30
0.191650, 255, 27
0.178405, 255, 31
0.193817, 255, 27
0.177826, 255, 23
0.191864, 255, 30
0.176300, 255, 27
0.191468, 255, 27
0.176666, 255, 26
0.260590, 255, 28
0.177459, 255, 27
0.164795, 255, 27
0.181183, 255, 28
0.165375, 255, 31
0.182770, 255, 28
0.168884, 255, 29
0.184693, 255, 28
0.168213, 255, 27
0.252563, 255, 25
0.169037, 255, 32
0.252594, 255, 26
0.170654, 255, 30
0.157074, 255, 30
0.172852, 255, 31
0.158783, 255, 36
0.191376, 36, 19
0.172943, 255, 38
0.191223, 255, 28
0.206299, 255, 24
0.191802, 255, 23
0.208282, 254, 23
0.192810, 253, 23
0.179932, 255, 24
0.195923, 255, 29
0.181031, 255, 29
0.196290, 255, 26
0.181884, 255, 27
0.197388, 255, 24
0.184661, 255, 27
0.200196, 255, 29
0.185242, 255, 30
0.170929, 255, 27
0.186371, 255, 29
0.171235, 255, 29
0.186066, 255, 27
0.170990, 255, 31
0.187561, 255, 32
0.173188, 255, 28
0.189240, 255, 27
0.173981, 255, 32
0.190918, 255, 38
0.177033, 255, 26
0.163391, 255, 35
0.179322, 255, 215
0.211945, 215, 25
0.165222, 255, 217
0.197815, 217, 31
0.180816, 255, 191
0.213409, 191, 26
0.164978, 255, 198
0.197541, 198, 24
0.181946, 255, 210
0.214539, 210, 26
0.168884, 255, 217
0.201477, 217, 26
0.154876, 255, 235
0.187591, 235, 23
0.170593, 255, 231
0.203186, 231, 29
0.188690, 255, 23
0.207031, 255, 21
0.191071, 255, 23
0.206024, 255, 25
0.191956, 255, 26
0.206299, 255, 27
0.190124, 255, 27
0.205078, 255, 29
0.189148, 255, 28
0.203858, 255, 29
0.188904, 255, 27
0.174957, 255, 24
0.190277, 255, 28
0.176666, 255, 35
0.191101, 255, 32
0.176117, 255, 46
0.208619, 46, 25
0.193360, 255, 122
0.225952, 122, 26
0.210693, 255, 29
0.225189, 255, 29
0.211212, 255, 26
0.227081, 255, 29
0.211548, 255, 28
0.227813, 255, 25
0.214142, 255, 27
0.199615, 255, 29
0.215790, 255, 30
0.202880, 255, 25
0.180054, 255, 40
0.212616, 40, 21
0.197479, 249, 30
0.181213, 255, 49
0.213806, 49, 24
0.166931, 255, 39
0.199554, 39, 22
0.182983, 255, 132
0.215576, 132, 24
0.168792, 255, 43
0.201416, 43, 25
0.154815, 255, 210
0.187439, 210, 31
0.203613, 255, 25
0.155609, 255, 234
0.188201, 234, 26
0.203980, 255, 30
0.188171, 250, 27
0.203949, 255, 31
0.189758, 255, 29
0.203797, 255, 31
0.187531, 255, 28
0.204529, 255, 30
0.190338, 255, 28
0.173584, 255, 239
0.206207, 239, 29
0.191010, 255, 26
0.273224, 255, 26
0.158356, 255, 92
0.190948, 92, 23
0.275543, 255, 34
0.160767, 255, 175
0.193390, 175, 26
0.146484, 255, 39
0.178833, 39, 22
0.195312, 242, 24
0.150146, 255, 42
0.182770, 42, 24
0.198547, 254, 24
0.150482, 255, 190
0.183167, 190, 23
0.234741, 255, 204
0.267364, 204, 29
0.153656, 255, 36
0.270569, 245, 25
0.188782, 251, 24
0.273163, 252, 29
0.190369, 254, 23
0.174988, 255, 25
0.258972, 255, 28
0.176850, 255, 24
0.258728, 255, 28
0.175568, 253, 22
0.259247, 255, 27
0.176636, 255, 28
0.260071, 255, 30
0.179535, 255, 30
0.261596, 255, 24
0.180755, 255, 25
0.264282, 255, 30
0.181702, 253, 27
0.265930, 255, 26
0.249756, 255, 23
0.266052, 255, 30
0.250061, 255, 27
0.264831, 255, 32
0.247803, 255, 27
0.263794, 255, 25
0.247436, 255, 34
0.262665, 255, 28
0.246887, 255, 27
0.261932, 255, 30
0.245789, 255, 27
0.262726, 255, 29
0.247833, 254, 28
0.264618, 255, 29
0.249390, 255, 32
0.262696, 255, 30
0.248139, 255, 29
0.262329, 255, 25
0.246002, 255, 28
0.261628, 255, 24
0.248169, 255, 26
0.233704, 255, 29
0.248444, 255, 24
0.234100, 255, 29
0.250030, 255, 28
0.236420, 255, 31
0.253082, 255, 30
0.238525, 255, 27
0.224579, 255, 31
0.239959, 255, 33
0.225433, 255, 24
0.242279, 255, 23
0.226105, 255, 31
0.243530, 255, 24
0.228272, 255, 28
0.244567, 255, 25
0.230042, 255, 29
0.215820, 255, 32
0.233582, 255, 24
0.218720, 255, 28
0.234497, 255, 29
0.221283, 255, 28
0.237366, 255, 30
0.222290, 255, 26
0.238617, 255, 26
0.223694, 255, 22
0.208466, 255, 31
0.223449, 255, 27
0.209991, 255, 27
0.226013, 255, 26
0.210419, 255, 28
0.226837, 255, 34
0.211792, 255, 26
0.227295, 255, 25
0.212860, 255, 26
0.229645, 255, 27
0.214539, 255, 29
0.200805, 255, 29
0.216339, 255, 29
0.202545, 255, 26
0.217743, 255, 24
0.201660, 255, 27
0.217743, 255, 30
0.202972, 255, 30
0.217987, 255, 30
0.201416, 255, 30
0.218261, 255, 26
0.203796, 255, 24
0.219116, 255, 23
0.202484, 255, 29
0.188141, 255, 26
0.201294, 255, 30
0.186920, 255, 29
0.203644, 255, 23
0.188568, 255, 24
0.203461, 255, 26
0.190002, 255, 29
0.205078, 255, 35
0.190552, 255, 17
0.207275, 255, 31
0.192017, 255, 26
0.178314, 255, 32
0.195038, 255, 27
0.181030, 255, 26
0.198365, 255, 28
0.184173, 255, 26
0.201660, 255, 31
0.187591, 255, 27
0.172058, 255, 27
0.187378, 255, 31
0.173584, 255, 24
0.190460, 255, 29
0.173950, 255, 33
0.188934, 255, 32
0.173920, 255, 28
0.188446, 255, 25
0.174103, 255, 24
0.189789, 255, 34
0.176056, 255, 30
0.259491, 255, 30
0.177460, 255, 30
0.259766, 255, 30
0.177277, 255, 29
0.261994, 255, 31
0.181244, 255, 31
0.167236, 255, 25
0.181884, 255, 30
0.166412, 255, 33
0.182221, 255, 29
0.169311, 255, 34
0.253998, 255, 28
0.171722, 255, 27
0.255585, 255, 28
0.175293, 255, 30
0.258393, 255, 30
0.176880, 255, 26
0.260834, 255, 29
0.246460, 255, 30
0.164367, 255, 27
0.247161, 255, 30
0.165039, 255, 26
0.247345, 255, 34
0.164917, 255, 32
0.247894, 255, 32
0.166382, 255, 32
0.250335, 255, 30
0.168305, 255, 22
0.251068, 255, 32
0.237060, 255, 30
0.252105, 255, 32
0.238525, 255, 27
0.253693, 255, 31
0.238129, 255, 31
0.157898, 255, 25
0.241394, 255, 31
0.159668, 255, 30
0.243164, 255, 32
0.227783, 255, 33
0.243835, 255, 33
0.228729, 255, 31
0.245392, 255, 37
0.231140, 255, 34
0.247589, 255, 37
0.232880, 255, 34
0.247498, 255, 32
0.231293, 255, 43
0.263886, 43, 26
0.247131, 255, 35
0.232819, 255, 37
0.217804, 255, 36
0.234283, 255, 38
0.218048, 255, 41
0.250671, 41, 21
0.235046, 255, 32
0.219940, 255, 28
0.234009, 255, 32
0.221039, 255, 30
0.237945, 255, 31
0.223786, 255, 30
0.210022, 255, 47
0.242615, 47, 28
0.226165, 255, 34
0.211182, 255, 48
0.243805, 48, 27
0.226623, 255, 35
0.212250, 255, 54
0.244843, 54, 21
0.259430, 253, 19
0.211548, 255, 168
0.244232, 168, 25
0.261353, 254, 29
0.213928, 255, 212
0.246643, 212, 25
0.261871, 254, 24
0.246277, 255, 33
0.261353, 255, 29
0.245758, 255, 25
0.260406, 255, 26
0.246948, 255, 25
0.233765, 255, 26
0.250763, 255, 29
0.236725, 255, 34
0.251526, 254, 26
0.236359, 255, 29
0.252533, 255, 35
0.238128, 255, 27
0.223907, 255, 26
0.238129, 255, 30
0.223206, 255, 26
0.239380, 255, 32
0.224609, 255, 28
0.240875, 255, 25
0.226044, 255, 29
0.243561, 255, 30
0.229248, 255, 30
0.215759, 255, 32
0.229888, 255, 28
0.215973, 255, 33
0.232208, 255, 32
0.216400, 255, 31
0.232758, 255, 23
0.218842, 255, 27
0.233826, 255, 33
0.218780, 255, 27
0.234222, 255, 26
0.220002, 255, 32
0.235535, 255, 27
0.220337, 255, 23
0.205780, 255, 26
0.221527, 255, 26
0.208954, 255, 31
0.226502, 255, 32
0.211701, 255, 28
0.228058, 255, 27
0.213836, 255, 32
0.198120, 255, 26
0.214417, 255, 27
0.199829, 255, 32
0.215240, 255, 30
0.200866, 255, 32
0.217652, 255, 27
0.201721, 255, 24
0.217377, 255, 27
0.203796, 255, 26
0.218628, 255, 24
0.204193, 255, 28
0.190827, 255, 21
