Log Count,Time Stamp,Acceleration x,Acceleration y,Acceleration z,Gyro x,Gyro y,Gyro z,Vertical Speed,Desired Height,Actual Height,Throttle,Desired Pitch,Actual Pitch,Pitch Adjustment,Desired Roll,Actual Roll,Roll Adjustment,Desired Yaw,Actual Yaw,Yaw Adjustment,Blob x-coord,
1,385.835217,-0.001953,-0.000195,1.006152,-0.215611,-0.013737,-0.114838,0,0,26.452,0,0,0.118964,0,0,0.104159,0,0,0.04733,0,0,160
2,385.835763,-0.001953,-0.000195,1.006152,0.140029,-0.013737,0.103891,330.649994,0,26.452,0,0,0.118951,0,0,0.104159,0,0,0.047387,0,0,160
3,385.836207,-0.005859,-0.000195,1.006152,-0.215611,0.26096,0.103891,330.649994,0,26.452,0,0,0.119209,0,0,0.103987,0,0,0.047433,0,0,160
4,385.836574,-0.005859,0.003711,1.006152,0.051119,-0.013737,0.103891,330.649994,0,26.452,0,0,0.119346,0,0,0.104077,0,0,0.047471,0,0,160
5,385.836956,-0.005859,0.003711,1.006152,-0.126701,0.169394,-0.114838,330.649994,0,26.452,0,0,0.119552,0,0,0.104099,0,0,0.047427,0,0,160
6,385.837316,-0.005859,0.003711,1.006152,-0.037791,0.077829,0.103891,330.649994,0,26.452,0,0,0.119722,0,0,0.104157,0,0,0.047465,0,0,160
7,385.83767,-0.005859,0.003711,1.006152,-0.126701,0.077829,-0.114838,330.649994,0,26.452,0,0,0.119891,0,0,0.104183,0,0,0.047424,0,0,160
8,385.838016,-0.005859,0.003711,1.006152,0.228939,0.077829,0.103891,330.649994,0,26.452,0,0,0.120059,0,0,0.104333,0,0,0.04746,0,0,160
9,385.838387,-0.005859,-0.000195,1.006152,0.051119,0.077829,0.103891,330.649994,0,26.452,0,0,0.120229,0,0,0.104275,0,0,0.047499,0,0,160
10,385.838741,-0.005859,-0.000195,1.006152,0.051119,-0.013737,0.103891,330.650055,0,26.452,0,0,0.120365,0,0,0.104217,0,0,0.047535,0,0,160
11,385.839096,-0.001953,-0.000195,1.002246,-0.215611,0.169394,-0.114838,330.650055,0,26.452,0,0,0.12042,0,0,0.104064,0,0,0.047495,0,0,160
12,385.839499,-0.001953,-0.004102,0.99834,0.051119,0.169394,0.103891,330.650055,0,26.452,0,0,0.120483,0,0,0.10386,0,0,0.047536,0,0,160
13,385.839886,-0.001953,-0.004102,1.002246,0.140029,-0.013737,-0.114838,330.650055,0,26.452,0,0,0.120471,0,0,0.10369,0,0,0.047492,0,0,160
14,385.840493,0.001953,-0.000195,0.99834,-0.037791,0.077829,0.103891,330.650055,0,26.452,0,0,0.120365,0,0,0.103591,0,0,0.047555,0,0,160
15,385.840883,0.001953,-0.000195,0.99834,-0.037791,-0.013737,-0.114838,330.650055,0,26.452,0,0,0.120205,0,0,0.1035,0,0,0.04751,0,0,160
16,385.841308,0.001953,-0.000195,0.99834,-0.037791,0.077829,0.103891,330.650055,0,26.452,0,0,0.120084,0,0,0.103408,0,0,0.047554,0,0,160
17,385.84167,0.001953,-0.000195,1.002246,0.140029,-0.105303,-0.114838,330.650055,0,26.452,0,0,0.119893,0,0,0.103383,0,0,0.047513,0,0,160
18,385.842019,0.001953,-0.000195,0.99834,-0.037791,-0.105303,0.103891,0,0,26.452,0,0,0.119702,0,0,0.103294,0,0,0.047549,0,0,160
19,385.842364,0.001953,-0.000195,0.99834,-0.215611,0.169394,0.103891,0,0,26.452,0,0,0.119607,0,0,0.103144,0,0,0.047585,0,0,160
20,385.842727,0.001953,-0.000195,1.002246,-0.126701,0.077829,-0.114838,0,0,26.452,0,0,0.119482,0,0,0.103022,0,0,0.047543,0,0,160
21,385.843233,-0.001953,-0.000195,1.002246,0.051119,0.077829,0.103891,0,0,26.452,0,0,0.119516,0,0,0.102972,0,0,0.047596,0,0,160
22,385.843614,0.001953,-0.000195,1.002246,0.140029,-0.013737,0.103891,0,0,26.452,0,0,0.119357,0,0,0.10295,0,0,0.047635,0,0,160
23,385.843965,0.001953,-0.000195,1.002246,0.140029,-0.013737,0.103891,0,0,26.452,0,0,0.119199,0,0,0.102923,0,0,0.047672,0,0,160
24,385.844373,0.001953,-0.004102,1.006152,-0.126701,-0.105303,0.103891,0,0,26.452,0,0,0.119003,0,0,0.102648,0,0,0.047714,0,0,160
25,385.844725,0.001953,-0.004102,1.006152,0.228939,-0.105303,-0.114838,0,0,26.452,0,0,0.118813,0,0,0.102505,0,0,0.047674,0,0,160
26,385.851104,-0.001953,-0.004102,1.006152,0.051119,-0.105303,0.103891,0,0,26.452,0,0,0.118137,0,0,0.102605,0,0,0.048337,0,0,160
27,385.851569,-0.001953,-0.004102,1.006152,-0.037791,-0.013737,-0.114838,0,0,26.452,0,0,0.118126,0,0,0.102361,0,0,0.048283,0,0,160
28,385.851944,-0.001953,-0.004102,1.006152,0.228939,-0.013737,-0.114838,0,0,26.452,0,0,0.118116,0,0,0.102221,0,0,0.04824,0,0,160
29,385.852324,-0.001953,-0.000195,1.002246,-0.037791,-0.013737,-0.114838,0,0,26.452,0,0,0.118106,0,0,0.10213,0,0,0.048196,0,0,160
30,385.852672,-0.001953,-0.000195,1.006152,-0.126701,-0.013737,0.103891,0,0,26.452,0,0,0.118097,0,0,0.10201,0,0,0.048233,0,0,160
31,385.853013,-0.001953,-0.000195,1.002246,0.051119,-0.013737,-0.114838,0,0,26.452,0,0,0.118088,0,0,0.101951,0,0,0.048193,0,0,160
32,385.853354,-0.001953,-0.000195,1.002246,0.051119,-0.105303,0.103891,0,0,26.452,0,0,0.118048,0,0,0.101892,0,0,0.048229,0,0,160
33,385.853712,-0.005859,-0.000195,1.002246,0.051119,0.169394,0.103891,0,0,26.452,0,0,0.118254,0,0,0.101834,0,0,0.048266,0,0,160
34,385.854054,-0.005859,-0.000195,1.002246,0.051119,0.352525,-0.114838,0,0,26.452,0,0,0.118521,0,0,0.101775,0,0,0.048227,0,0,160
35,385.854445,-0.005859,0.003711,1.002246,0.051119,0.169394,-0.114838,0,0,26.452,0,0,0.118733,0,0,0.10187,0,0,0.048182,0,0,160
36,385.854792,-0.005859,0.003711,1.002246,0.051119,-0.013737,-0.114838,0,0,26.452,0,0,0.118874,0,0,0.101962,0,0,0.048142,0,0,160
37,385.855154,-0.005859,0.003711,0.99834,-0.037791,0.077829,-0.114838,0,0,26.452,0,0,0.119049,0,0,0.102023,0,0,0.048101,0,0,160
38,385.856493,-0.005859,-0.000195,0.99834,0.051119,0.26096,0.103891,0,0,26.452,0,0,0.119545,0,0,0.102015,0,0,0.04824,0,0,160
39,385.856913,-0.001953,-0.000195,0.99834,0.317849,-0.196868,-0.114838,0,0,26.452,0,0,0.119457,0,0,0.102071,0,0,0.048191,0,0,160
40,385.857271,-0.001953,-0.000195,0.99834,-0.215611,-0.105303,-0.114838,0,0,26.452,0,0,0.119414,0,0,0.101918,0,0,0.04815,0,0,160
41,385.860187,-0.001953,-0.000195,0.99834,0.140029,-0.013737,0.103891,0,0,26.452,0,0,0.119369,0,0,0.102249,0,0,0.048453,0,0,160
42,385.86061,-0.001953,-0.000195,0.994434,0.228939,0.169394,0.103891,0,0,26.452,0,0,0.119436,0,0,0.102268,0,0,0.048497,0,0,160
43,385.86122,0.001953,-0.000195,0.994434,0.140029,-0.105303,-0.114838,0,0,26.452,0,0,0.119214,0,0,0.102276,0,0,0.048427,0,0,160
44,385.861605,-0.001953,-0.000195,0.99834,0.051119,0.077829,-0.114838,0,0,26.452,0,0,0.119239,0,0,0.102219,0,0,0.048383,0,0,160
45,385.861963,0.001953,-0.000195,0.99834,0.140029,0.169394,0.103891,0,0,26.452,0,0,0.119142,0,0,0.102191,0,0,0.04842,0,0,160
46,385.862331,-0.001953,-0.000195,1.002246,0.051119,-0.196868,0.103891,0,0,26.452,0,0,0.119065,0,0,0.102133,0,0,0.048458,0,0,160
47,385.865443,-0.001953,-0.000195,1.002246,0.140029,-0.105303,-0.114838,0,0,26.452,0,0,0.118732,0,0,0.10249,0,0,0.048101,0,0,160
48,385.865871,-0.001953,-0.000195,1.002246,0.140029,0.077829,-0.114838,0,0,26.452,0,0,0.118761,0,0,0.102472,0,0,0.048052,0,0,160
49,385.866232,-0.001953,-0.000195,1.002246,-0.215611,-0.013737,-0.114838,0,0,26.452,0,0,0.118751,0,0,0.102317,0,0,0.04801,0,0,160
50,385.866577,-0.001953,-0.000195,1.006152,0.051119,-0.105303,0.103891,0,0,26.452,0,0,0.118709,0,0,0.102256,0,0,0.048046,0,0,160
51,385.866927,-0.005859,-0.000195,1.006152,-0.215611,0.077829,0.103891,0,0,26.452,0,0,0.118884,0,0,0.102103,0,0,0.048083,0,0,160
52,385.867446,-0.005859,-0.000195,1.006152,0.051119,-0.013737,-0.114838,0,0,26.452,0,0,0.119024,0,0,0.102052,0,0,0.048023,0,0,160
53,385.867834,-0.005859,-0.004102,1.010059,-0.126701,-0.013737,-0.114838,0,0,26.452,0,0,0.119165,0,0,0.101773,0,0,0.047978,0,0,160
54,385.868188,-0.005859,-0.000195,1.006152,0.228939,0.077829,0.103891,0,0,26.452,0,0,0.11934,0,0,0.101776,0,0,0.048015,0,0,160
55,385.868534,-0.005859,-0.000195,1.006152,-0.037791,-0.105303,0.103891,0,0,26.452,0,0,0.119451,0,0,0.101686,0,0,0.048051,0,0,160
56,385.868897,-0.009766,-0.004102,1.006152,-0.304522,0.169394,-0.114838,0,0,26.452,0,0,0.119812,0,0,0.101345,0,0,0.048009,0,0,160
57,385.869295,-0.005859,-0.000195,1.006152,-0.037791,0.26096,0.103891,0,0,26.452,0,0,0.120063,0,0,0.101253,0,0,0.048051,0,0,160
58,385.869644,-0.005859,-0.000195,1.006152,-0.037791,0.169394,-0.114838,0,0,26.452,0,0,0.120269,0,0,0.101162,0,0,0.048011,0,0,160
59,385.870186,-0.005859,-0.000195,1.002246,-0.037791,0.077829,-0.114838,0,0,26.452,0,0,0.120458,0,0,0.101065,0,0,0.047948,0,0,160
60,385.870582,-0.005859,-0.000195,1.002246,0.140029,-0.105303,-0.114838,0,0,26.452,0,0,0.120564,0,0,0.101043,0,0,0.047903,0,0,160
61,385.870965,-0.001953,-0.000195,1.002246,0.051119,-0.105303,-0.114838,0,0,26.452,0,0,0.120518,0,0,0.100985,0,0,0.047859,0,0,160
62,385.871322,-0.001953,-0.000195,0.99834,0.140029,-0.013737,0.103891,0,0,26.452,0,0,0.120507,0,0,0.100958,0,0,0.047896,0,0,160
63,385.871688,-0.001953,-0.000195,0.99834,-0.037791,-0.105303,0.103891,0,0,26.452,0,0,0.120463,0,0,0.100867,0,0,0.047934,0,0,160
64,385.872222,-0.001953,-0.000195,0.99834,-0.037791,-0.013737,0.103891,0,0,26.452,0,0,0.12045,0,0,0.100769,0,0,0.04799,0,0,160
65,385.872603,-0.001953,-0.000195,0.99834,-0.037791,0.169394,0.103891,0,0,26.452,0,0,0.120509,0,0,0.100678,0,0,0.048029,0,0,160
66,385.872952,-0.001953,-0.000195,1.002246,0.051119,-0.013737,0.103891,0,0,26.452,0,0,0.120498,0,0,0.100618,0,0,0.048065,0,0,160
67,385.873329,-0.001953,-0.000195,1.002246,-0.037791,0.077829,0.103891,0,0,26.452,0,0,0.120521,0,0,0.100527,0,0,0.048105,0,0,160
68,385.873674,-0.001953,-0.000195,1.002246,0.051119,-0.105303,-0.114838,0,0,26.452,0,0,0.120479,0,0,0.100468,0,0,0.048065,0,0,160
69,385.874015,-0.001953,-0.000195,1.006152,-0.037791,0.077829,0.103891,0,0,26.452,0,0,0.120499,0,0,0.100378,0,0,0.0481,0,0,160
70,385.874406,-0.001953,-0.000195,1.006152,0.228939,-0.013737,0.103891,0,0,26.452,0,0,0.120487,0,0,0.10039,0,0,0.048141,0,0,160
71,385.874754,-0.001953,-0.000195,1.006152,-0.215611,-0.013737,0.103891,0,0,26.452,0,0,0.120476,0,0,0.100239,0,0,0.048177,0,0,160
72,385.875093,-0.001953,-0.000195,1.006152,-0.215611,0.26096,0.103891,0,0,26.452,0,0,0.120558,0,0,0.100089,0,0,0.048212,0,0,160
73,385.87543,-0.001953,-0.000195,1.006152,-0.215611,-0.013737,0.103891,0,0,26.452,0,0,0.120547,0,0,0.099939,0,0,0.048247,0,0,160
74,385.875766,-0.001953,-0.000195,1.006152,0.051119,0.077829,0.103891,0,0,26.452,0,0,0.120567,0,0,0.09988,0,0,0.048282,0,0,160
75,385.876136,-0.001953,-0.000195,1.006152,-0.037791,-0.013737,0.103891,0,0,26.452,0,0,0.120556,0,0,0.099789,0,0,0.048321,0,0,160
76,385.876478,-0.001953,-0.000195,1.002246,0.051119,-0.013737,0.103891,0,0,26.452,0,0,0.120545,0,0,0.09973,0,0,0.048356,0,0,160
77,385.876815,-0.001953,-0.000195,1.002246,-0.215611,0.077829,0.103891,0,0,26.452,0,0,0.120565,0,0,0.099581,0,0,0.048391,0,0,160
78,385.877152,-0.001953,-0.000195,1.002246,-0.126701,-0.105303,0.103891,0,0,26.452,0,0,0.120523,0,0,0.099462,0,0,0.048426,0,0,160
79,385.877519,-0.001953,-0.000195,1.002246,0.140029,0.169394,0.103891,0,0,26.452,0,0,0.120579,0,0,0.099437,0,0,0.048464,0,0,160
80,385.87786,-0.001953,-0.000195,1.002246,0.051119,-0.013737,0.103891,0,0,26.452,0,0,0.120569,0,0,0.099378,0,0,0.0485,0,0,160
81,385.878198,-0.001953,-0.000195,1.002246,-0.215611,-0.105303,0.103891,0,0,26.452,0,0,0.120527,0,0,0.099229,0,0,0.048535,0,0,160
82,385.878534,-0.001953,-0.000195,1.002246,-0.215611,0.077829,0.103891,0.424957,0,26.486,0,0,0.120547,0,0,0.09908,0,0,0.04857,0,0,160
83,385.878898,0.001953,-0.000195,1.002246,-0.037791,0.077829,0.103891,0.424957,0,26.486,0,0,0.120415,0,0,0.09899,0,0,0.048608,0,0,160
84,385.8793,0.001953,-0.000195,1.002246,-0.215611,0.169394,0.103891,0.424957,0,26.486,0,0,0.120323,0,0,0.098827,0,0,0.048649,0,0,160
85,385.879646,-0.001953,-0.000195,1.002246,-0.215611,0.26096,0.103891,0.424957,0,26.486,0,0,0.120407,0,0,0.098677,0,0,0.048685,0,0,160
86,385.880343,-0.001953,-0.000195,1.002246,0.228939,0.169394,0.103891,0.424957,0,26.486,0,0,0.120519,0,0,0.09876,0,0,0.048758,0,0,160
87,385.880735,-0.001953,-0.000195,1.002246,0.140029,0.077829,0.103891,0.424957,0,26.486,0,0,0.120544,0,0,0.098738,0,0,0.048799,0,0,160
88,385.881139,-0.001953,-0.000195,1.002246,-0.126701,0.077829,0.103891,0.424957,0,26.486,0,0,0.120569,0,0,0.098611,0,0,0.048841,0,0,160
89,385.881487,-0.001953,-0.000195,1.002246,-0.037791,-0.013737,0.103891,0.424957,0,26.486,0,0,0.120558,0,0,0.098522,0,0,0.048877,0,0,160
90,385.881828,-0.001953,-0.000195,1.002246,-0.037791,-0.105303,0.103891,0.425053,0,26.486,0,0,0.120516,0,0,0.098433,0,0,0.048912,0,0,160
91,385.882173,-0.005859,-0.000195,1.002246,0.051119,-0.013737,0.103891,0.425053,0,26.486,0,0,0.12066,0,0,0.098375,0,0,0.048948,0,0,160
92,385.882527,-0.005859,-0.000195,1.002246,-0.126701,-0.105303,0.103891,0.425053,0,26.486,0,0,0.120771,0,0,0.098254,0,0,0.048985,0,0,160
93,385.882869,-0.005859,-0.000195,1.002246,-0.304522,-0.105303,0.103891,0.425053,0,26.486,0,0,0.120883,0,0,0.098074,0,0,0.04902,0,0,160
94,385.883205,-0.005859,-0.000195,1.006152,-0.215611,-0.013737,-0.114838,0.425053,0,26.486,0,0,0.121025,0,0,0.097926,0,0,0.048982,0,0,160
95,385.883538,-0.005859,-0.000195,1.006152,-0.126701,-0.013737,0.103891,0.425053,0,26.486,0,0,0.121168,0,0,0.097808,0,0,0.049016,0,0,160
96,385.884047,-0.001953,-0.000195,1.002246,-0.126701,-0.105303,0.103891,0.425053,0,26.486,0,0,0.121108,0,0,0.097668,0,0,0.049069,0,0,160
97,385.884497,-0.005859,-0.000195,1.002246,0.051119,-0.105303,0.103891,0.425053,0,26.486,0,0,0.121209,0,0,0.097615,0,0,0.049116,0,0,160
98,385.884858,-0.001953,-0.000195,1.002246,0.051119,-0.013737,0.103891,-0.424957,0,26.452,0,0,0.121197,0,0,0.097558,0,0,0.049153,0,0,160
99,385.885212,-0.001953,-0.000195,1.002246,0.051119,-0.105303,0.103891,-0.424957,0,26.452,0,0,0.121153,0,0,0.097501,0,0,0.04919,0,0,160
100,385.885585,-0.001953,-0.000195,1.002246,0.140029,-0.105303,0.103891,-0.424957,0,26.452,0,0,0.121108,0,0,0.097478,0,0,0.049229,0,0,160
101,385.885953,-0.001953,-0.000195,1.002246,-0.126701,-0.013737,0.103891,-0.424957,0,26.452,0,0,0.121096,0,0,0.097356,0,0,0.049267,0,0,160
102,385.88915,0.001953,-0.000195,0.99834,0.140029,-0.288434,0.103891,-0.424957,0,26.452,0,0,0.120013,0,0,0.097725,0,0,0.049599,0,0,160
103,385.894136,0.001953,-0.000195,0.99834,-0.215611,-0.013737,-0.114838,-0.424957,0,26.452,0,0,0.119781,0,0,0.096571,0,0,0.049027,0,0,160
104,385.899116,0.001953,-0.000195,0.99834,-0.126701,0.169394,0.103891,-0.424957,0,26.452,0,0,0.12046,0,0,0.09586,0,0,0.049544,0,0,160
105,385.904103,0.001953,-0.000195,0.99834,0.051119,-0.013737,0.103891,-0.424957,0,26.452,0,0,0.120224,0,0,0.096034,0,0,0.050062,0,0,160
106,385.909095,0.001953,-0.004102,0.99834,-0.126701,-0.013737,-0.114838,-0.424957,0,26.452,0,0,0.119987,0,0,0.095156,0,0,0.049489,0,0,160
107,385.914071,0.001953,-0.000195,0.99834,-0.037791,0.169394,0.103891,-0.424957,0,26.452,0,0,0.120658,0,0,0.094886,0,0,0.050006,0,0,160
108,385.919068,0.001953,-0.004102,0.99834,0.051119,0.077829,0.103891,-0.424957,0,26.452,0,0,0.120873,0,0,0.094891,0,0,0.050525,0,0,160
109,385.924046,0.001953,-0.004102,0.99834,-0.126701,-0.013737,0.103891,-0.424957,0,26.452,0,0,0.120629,0,0,0.094008,0,0,0.051042,0,0,160
110,385.929027,-0.001953,-0.004102,0.99834,-0.037791,-0.105303,0.103891,-0.424957,0,26.452,0,0,0.120098,0,0,0.093564,0,0,0.05156,0,0,160
111,385.940151,-0.001953,-0.004102,1.002246,0.140029,0.077829,0.103891,-0.424957,0,26.452,0,0,0.120956,0,0,0.094852,0,0,0.052715,0,0,160
112,385.940697,-0.001953,-0.004102,1.002246,0.228939,0.169394,-0.114838,-0.424957,0,26.452,0,0,0.121041,0,0,0.094719,0,0,0.052653,0,0,160
113,385.943998,-0.001953,-0.000195,1.002246,0.140029,-0.013737,0.103891,-0.424957,0,26.452,0,0,0.120988,0,0,0.095094,0,0,0.052996,0,0,160
114,385.948996,-0.001953,-0.000195,1.002246,0.140029,0.077829,0.103891,0,0,26.452,0,0,0.121369,0,0,0.095702,0,0,0.053515,0,0,160
115,385.953969,-0.001953,-0.000195,1.002246,-0.037791,0.077829,0.103891,0,0,26.452,0,0,0.121747,0,0,0.095422,0,0,0.054032,0,0,160
116,385.958979,-0.001953,-0.000195,0.99834,0.140029,-0.105303,0.103891,0,0,26.452,0,0,0.121212,0,0,0.09603,0,0,0.054552,0,0,160
117,385.963942,-0.001953,-0.000195,1.002246,-0.037791,-0.013737,-0.114838,0,40,26.452,0.644461,0,0.121136,-0.000834,0,0.095748,-0.000635,0,0.053982,-0.000633,160,0
118,385.968918,-0.001953,-0.000195,0.99834,-0.126701,0.077829,0.103891,0,40,26.452,0.644731,0,0.121514,-0.000916,0,0.095023,-0.000553,0,0.054499,-0.00087,160,0
119,385.97389,-0.005859,-0.000195,0.99834,-0.126701,0.077829,0.103891,0,40,26.452,0.645,0,0.122082,-0.00092,0,0.094297,-0.000548,0,0.055016,-0.000877,160,0
120,385.978889,-0.005859,-0.000195,1.002246,0.051119,0.169394,0.103891,0,40,26.452,0.645271,0,0.12311,-0.001007,0,0.094456,-0.000704,0,0.055535,-0.000884,160,0
121,385.983877,-0.005859,-0.000195,1.002246,0.228939,-0.013737,0.103891,0,40,26.452,0.645541,0,0.123224,-0.000848,0,0.095499,-0.000866,0,0.056053,-0.000891,160,0
122,385.988876,-0.005859,-0.000195,1.002246,0.140029,0.077829,0.103891,0,40,26.452,0.645812,0,0.123799,-0.000932,0,0.096098,-0.000793,0,0.056573,-0.000899,160,0
123,385.993852,-0.005859,-0.000195,1.006152,0.228939,-0.013737,-0.114838,0,40,26.452,0.646082,0,0.123917,-0.000853,0,0.097135,-0.000878,0,0.056001,-0.000662,160,0
124,385.998842,-0.005859,-0.000195,1.006152,-0.126701,-0.288434,0.103891,0,40,26.452,0.646352,0,0.122667,-0.000605,0,0.096399,-0.000562,0,0.056519,-0.000898,160,0
125,386.003834,-0.005859,-0.000195,1.010059,-0.126701,0.169394,-0.114838,0,40,26.452,0.646623,0,0.123703,-0.001011,0,0.095662,-0.000557,0,0.055946,-0.000661,160,0
126,386.008829,-0.005859,-0.000195,1.006152,-0.126701,0.077829,-0.114838,0,40,26.452,0.646893,0,0.124286,-0.000936,0,0.094925,-0.000552,0,0.055373,-0.000653,160,0
127,386.013792,-0.005859,-0.000195,1.006152,0.140029,-0.013737,0.103891,0,40,26.452,0.647162,0,0.124413,-0.000857,0,0.095513,-0.000789,0,0.055888,-0.000889,160,0
128,386.018789,-0.005859,-0.004102,1.006152,0.140029,-0.013737,0.103891,0,40,26.452,0.647433,0,0.124543,-0.000857,0,0.095897,-0.000792,0,0.056407,-0.000896,160,0
129,386.023749,-0.005859,-0.000195,1.006152,0.228939,-0.013737,0.103891,0,40,26.452,0.647702,0,0.124676,-0.000858,0,0.096921,-0.000876,0,0.056923,-0.000904,160,0
130,386.028754,-0.005859,-0.000195,1.006152,0.228939,0.169394,0.103891,0,40,26.452,0.647973,0,0.125727,-0.001026,0,0.097953,-0.000884,0,0.057443,-0.000911,160,0
131,386.033732,-0.005859,-0.004102,1.006152,-0.215611,-0.196868,0.103891,0,40,26.452,0.648192,0,0.124953,-0.000701,0,0.096551,-0.000486,0,0.05796,-0.000918,160,0
132,386.038726,-0.005859,-0.000195,1.006152,0.140029,-0.013737,0.103891,0,40,26.452,0.648192,0,0.125093,-0.000861,0,0.097135,-0.0008,0,0.058479,-0.000925,160,0
133,386.043698,-0.005859,-0.000195,1.006152,0.051119,-0.013737,0.103891,0,40,26.452,0.648192,0,0.125237,-0.000862,0,0.097271,-0.000724,0,0.058995,-0.000933,160,0
134,386.048696,-0.005859,-0.000195,1.010059,-0.126701,-0.196868,0.103891,0,40,26.452,0.648192,0,0.124467,-0.000697,0,0.09652,-0.000563,0,0.059514,-0.00094,160,0
135,386.053674,-0.001953,-0.000195,1.006152,0.051119,-0.013737,-0.114838,0,40,26.452,0.648192,0,0.124391,-0.000856,0,0.096654,-0.000719,0,0.058943,-0.000703,160,0
136,386.058665,-0.001953,-0.000195,1.006152,0.140029,-0.013737,0.103891,0,40,26.452,0.648192,0,0.124316,-0.000856,0,0.097231,-0.000801,0,0.059461,-0.000939,160,0
137,386.06365,-0.001953,0.003711,1.002246,0.051119,-0.013737,-0.114838,0,40,26.452,0.648192,0,0.12424,-0.000855,0,0.097593,-0.000726,0,0.058889,-0.000702,160,0
138,386.068636,-0.001953,0.003711,1.002246,-0.037791,0.077829,0.103891,0,40,26.452,0.648192,0,0.124621,-0.000938,0,0.097513,-0.000648,0,0.059407,-0.000938,160,0
139,386.07361,-0.001953,0.003711,1.006152,0.140029,-0.013737,0.103891,0,40,26.452,0.648192,0,0.124545,-0.000857,0,0.098318,-0.000809,0,0.059924,-0.000945,160,0
140,386.07859,-0.005859,0.003711,1.006152,0.051119,-0.105303,-0.114838,0,40,26.452,0.648192,0,0.124251,-0.000776,0,0.098683,-0.000734,0,0.059352,-0.000708,160,0
141,386.083581,-0.005859,0.003711,1.006152,-0.126701,0.169394,-0.114838,0,40,26.452,0.648192,0,0.125328,-0.001023,0,0.098163,-0.000575,0,0.058779,-0.0007,160,0
142,386.088567,-0.005859,0.003711,1.006152,0.140029,-0.105303,-0.114838,0,40,26.452,0.648192,0,0.125039,-0.000781,0,0.098974,-0.000813,0,0.058206,-0.000692,160,0
143,386.093562,-0.005859,0.003711,1.006152,0.051119,-0.105303,0.103891,0,40,26.452,0.648192,0,0.124752,-0.000779,0,0.099344,-0.000738,0,0.058725,-0.000929,160,0
144,386.098551,-0.005859,0.003711,1.006152,-0.037791,0.077829,0.103891,0,40,26.452,0.648192,0,0.125383,-0.000943,0,0.099271,-0.00066,0,0.059243,-0.000936,160,0
145,386.103528,-0.005859,0.003711,1.006152,-0.037791,-0.013737,-0.114838,0,40,26.452,0.648192,0,0.125559,-0.000865,0,0.099201,-0.00066,0,0.058672,-0.000699,160,0
146,386.108517,-0.001953,-0.000195,1.006152,0.051119,-0.196868,0.103891,0,40,26.452,0.648192,0,0.124572,-0.000698,0,0.099322,-0.000738,0,0.05919,-0.000935,160,0
147,386.113494,-0.001953,-0.000195,1.002246,-0.037791,0.169394,0.103891,0,40,26.452,0.648192,0,0.125409,-0.001023,0,0.098997,-0.000658,0,0.059707,-0.000942,160,0
148,386.118498,-0.001953,-0.000195,0.99834,0.140029,-0.105303,0.103891,0,40,26.452,0.648192,0,0.124877,-0.00078,0,0.099559,-0.000817,0,0.060227,-0.00095,160,0
149,386.123463,-0.001953,-0.000195,0.99834,-0.215611,0.169394,0.103891,0,40,26.452,0.648192,0,0.125712,-0.001025,0,0.09835,-0.000498,0,0.060743,-0.000957,160,0
150,386.128456,-0.001953,-0.004102,0.994434,0.140029,-0.105303,0.103891,0,40,26.452,0.648192,0,0.125181,-0.000782,0,0.098638,-0.000811,0,0.061261,-0.000964,160,0
151,386.133431,0.001953,-0.004102,0.994434,0.228939,0.077829,0.103891,0,40,26.452,0.648192,0,0.125291,-0.000943,0,0.099361,-0.000893,0,0.061778,-0.000971,160,0
152,386.138411,0.001953,-0.000195,0.994434,0.051119,0.26096,0.103891,0,40,26.452,0.648192,0,0.126307,-0.00111,0,0.099467,-0.000739,0,0.062296,-0.000979,160,0
153,386.143394,0.001953,-0.000195,0.994434,0.228939,-0.196868,0.103891,0,40,26.452,0.648192,0,0.125041,-0.000701,0,0.100457,-0.000901,0,0.062813,-0.000986,160,0
154,386.148397,0.001953,-0.000195,0.99834,-0.037791,-0.013737,0.103891,0,40,26.452,0.648192,0,0.124684,-0.000858,0,0.100116,-0.000666,0,0.063333,-0.000993,160,0
155,386.153385,0.001953,-0.000195,0.99834,-0.037791,0.169394,0.103891,0,40,26.452,0.648192,0,0.125235,-0.001022,0,0.099773,-0.000664,0,0.063851,-0.001,160,0
156,386.158372,0.001953,-0.000195,1.002246,0.051119,0.077829,-0.114838,0,40,26.452,0.648192,0,0.125326,-0.000943,0,0.099872,-0.000742,0,0.063279,-0.000763,160,0
157,386.163346,0.001953,-0.000195,1.002246,0.228939,0.077829,-0.114838,0,40,26.452,0.648192,0,0.125412,-0.000943,0,0.100852,-0.000904,0,0.062707,-0.000755,160,0
158,386.16834,0.001953,0.003711,1.002246,0.051119,-0.105303,-0.114838,0,40,26.452,0.648192,0,0.124581,-0.000778,0,0.101237,-0.000751,0,0.062134,-0.000747,160,0
159,386.173325,0.001953,0.003711,1.002246,-0.126701,0.077829,0.103891,0,40,26.452,0.648192,0,0.124659,-0.000938,0,0.100737,-0.000593,0,0.062652,-0.000984,160,0
160,386.178315,-0.001953,-0.000195,1.002246,0.051119,-0.013737,-0.114838,0,40,26.452,0.648192,0,0.124575,-0.000858,0,0.100829,-0.000749,0,0.062079,-0.000747,160,0
