Log Count,Time Stamp,Acceleration x,Acceleration y,Acceleration z,Gyro x,Gyro y,Gyro z,Vertical Speed,Desired Height,Actual Height,Throttle,Desired Pitch,Actual Pitch,Pitch Adjustment,Desired Roll,Actual Roll,Roll Adjustment,Desired Yaw,Actual Yaw,Yaw Adjustment,Blob x-coord,
3198,401.322506,0.048828,-0.039258,1.002246,-20.487124,-42.22547,2.291185,-1.70002,40,40.153999,0.593744,0,-0.297595,0.038926,0,0.104986,0.017145,-18.242993,-16.137196,-0.031802,127,33
3199,401.32759,0.064453,-0.070508,0.959277,-2.260545,-11.36787,4.259749,-1.70002,40,40.153999,0.593741,0,-0.382739,0.012592,0,0.061013,0.001547,-18.242993,-16.11554,-0.034166,127,33
3200,401.332489,-0.099609,0.062305,1.025684,7.875212,43.479916,2.291185,-1.70002,40,40.153999,0.593738,0,-0.129923,-0.037036,0,0.123052,-0.007731,-18.242993,-16.104316,-0.032261,127,33
3201,401.337486,-0.060547,0.04668,1.017871,0.67349,-28.856897,1.197538,-1.70002,40,40.153999,0.593735,0,-0.249091,0.026921,0,0.14353,-0.00159,-18.242993,-16.098333,-0.031199,127,33
3202,401.342458,0.123047,-0.043164,1.002246,-14.174504,-51.473594,2.728643,-1.70002,40,40.153999,0.593732,0,-0.554118,0.048788,0,0.053467,0.011996,-18.242993,-16.084766,-0.032992,127,33
3203,401.347456,-0.013672,-0.01582,1.002246,-9.462266,32.858309,5.353396,1.70002,40,40.358002,0.586108,0,-0.383219,-0.025999,0,-0.001594,0.008269,-18.242993,-16.058011,-0.036114,127,33
3204,401.352426,-0.177734,0.058398,1.033496,6.8972,34.781185,0.978808,1.70002,40,40.358002,0.586101,0,-0.13946,-0.029379,0,0.054905,-0.006402,-18.242993,-16.053146,-0.031601,127,33
3205,401.357418,0.072266,0.031055,1.013965,16.855136,-49.001325,-0.333568,1.70002,40,40.358002,0.586094,0,-0.412631,0.045642,0,0.14976,-0.015754,-18.242993,-16.054811,-0.030203,127,33
3206,401.362388,0.154297,-0.019727,0.994434,-11.062648,-11.734132,1.634997,1.70002,40,40.358002,0.586087,0,-0.533558,0.013965,0,0.084767,0.009062,-17.807545,-16.046684,-0.026298,122,38
3207,401.367377,-0.150391,-0.004102,0.974902,-14.707964,50.62203,4.915937,1.70002,40,40.358002,0.58608,0,-0.21686,-0.042662,0,0.008486,0.012776,-17.807545,-16.022159,-0.030077,122,38
3208,401.372349,-0.146484,0.062305,0.970996,20.23372,-1.20409,3.384831,1.70002,40,40.358002,0.586073,0,-0.160302,0.00217,0,0.134017,-0.018593,-17.807545,-16.005329,-0.028708,122,38
3209,401.377456,0.173828,0.038867,0.970996,12.765269,-50.466373,-2.73959,1.70002,40,40.358002,0.586065,0,-0.490566,0.047465,0,0.213475,-0.01263,-17.807545,-16.019321,-0.022099,122,38
3210,401.382344,0.029297,-0.043164,0.994434,-28.400127,19.306601,7.10323,1.70002,40,40.358002,0.586058,0,-0.407286,-0.014005,0,0.055059,0.024399,-17.807545,-15.9846,-0.032892,122,38
3211,401.387337,-0.240234,-0.011914,0.96709,-10.262458,50.805161,1.197538,7.224941,40,40.731998,0.573498,0,-0.052437,-0.04397,0,-0.002356,0.008972,-17.807545,-15.97862,-0.026791,122,38
3212,401.3923,-0.005859,0.081836,0.955371,28.057813,-40.577291,4.478478,7.224941,40,40.731998,0.573483,0,-0.250806,0.037161,0,0.170613,-0.025676,-17.807545,-15.956393,-0.030537,122,38
3213,401.397296,0.197266,0.042773,0.994434,1.562591,-16.861804,0.760079,7.224941,40,40.731998,0.573469,0,-0.415867,0.017618,0,0.194187,-0.002719,-17.807545,-15.952595,-0.026696,122,38
3214,401.402283,-0.119141,-0.070508,0.982715,-34.357105,35.422144,6.884501,7.224941,40,40.731998,0.573454,0,-0.188677,-0.029594,0,-0.008111,0.030039,-17.807545,-15.918262,-0.033589,122,38
3215,401.407266,-0.212891,-0.01582,0.959277,-10.173547,17.749987,4.697207,7.224941,40,40.731998,0.573439,0,-0.009674,-0.015422,0,-0.066214,0.00934,-17.807545,-15.894856,-0.031625,122,38
3216,401.412251,0.146484,0.097461,1.002246,33.125691,-59.622935,2.291185,7.224941,40,40.731998,0.573425,0,-0.366515,0.05459,0,0.137759,-0.029869,-17.303342,-15.883434,-0.022225,116,44
3217,401.41722,0.107422,-0.004102,1.06084,-19.509112,0.901919,2.291185,7.224941,40,40.731998,0.57341,0,-0.402949,0.002026,0,0.038069,0.016759,-17.303342,-15.87205,-0.022384,116,44
3218,401.422195,-0.201172,-0.090039,0.986621,-37.202231,50.805161,6.447043,7.224941,40,40.731998,0.573396,0,-0.066503,-0.043872,0,-0.184828,0.033755,-17.303342,-15.839976,-0.027184,116,44
3219,401.427315,-0.091797,0.034961,0.963184,17.299686,-21.806346,6.228313,4.250145,40,40.698002,0.579467,0,-0.138381,0.019996,0,-0.081367,-0.014529,-17.303342,-15.808087,-0.0274,116,44
3220,401.43219,0.208984,0.113086,1.013965,34.992805,-36.914666,-0.552297,4.250145,40,40.698002,0.579453,0,-0.402067,0.035021,0,0.134116,-0.031473,-17.303342,-15.81078,-0.020262,116,44
3221,401.437183,-0.033203,-0.04707,1.010059,-20.664944,13.904232,6.009584,4.250145,40,40.698002,0.57944,0,-0.317839,-0.009915,0,0.010475,0.01796,-17.303342,-15.780775,-0.027552,116,44
3222,401.442148,-0.205078,-0.086133,0.93584,-25.910642,33.682399,2.728643,4.250145,40,40.698002,0.579426,0,-0.060621,-0.02897,0,-0.156503,0.023704,-17.303342,-15.767227,-0.024306,116,44
3223,401.447137,0.056641,0.097461,0.963184,31.525309,-32.153256,4.478478,4.250145,40,40.698002,0.579412,0,-0.244997,0.029769,0,0.041983,-0.027804,-17.303342,-15.744884,-0.02645,116,44
3224,401.45211,0.166016,0.097461,1.021777,10.987066,-12.466656,1.853726,4.250145,40,40.698002,0.579398,0,-0.373178,0.013484,0,0.134861,-0.01053,-17.303342,-15.735665,-0.02383,116,44
3225,401.457112,-0.111328,-0.093945,0.982715,-36.579861,23.335487,6.665772,4.250145,40,40.698002,0.579384,0,-0.208724,-0.018907,0,-0.088297,0.032538,-17.303342,-15.702323,-0.029335,116,44
3226,401.462086,-0.126953,-0.039258,0.924121,-6.617142,8.95969,7.540689,4.250145,40,40.698002,0.57937,0,-0.107025,-0.007072,0,-0.138888,0.006744,-17.303342,-15.664815,-0.030775,116,44
3227,401.467069,0.138672,0.144336,0.986621,37.215557,-26.659322,3.603561,-1.274872,40,40.630001,0.590679,0,-0.297453,0.025341,0,0.106079,-0.033217,-16.730385,-15.646859,-0.018903,110,50
3228,401.472041,0.056641,0.031055,1.025684,-26.088463,5.480198,6.665772,-1.274872,40,40.630001,0.590667,0,-0.29243,-0.002741,0,-0.011481,0.022847,-16.730385,-15.613717,-0.022572,110,50
3229,401.477171,-0.146484,-0.144727,0.939746,-42.981391,27.089676,4.697207,-1.274872,40,40.630001,0.590654,0,-0.08892,-0.023019,0,-0.294832,0.039567,-16.730385,-15.58962,-0.020847,110,50
3230,401.482007,-0.029297,0.023242,0.947559,26.813071,-8.25464,10.82163,-1.274872,40,40.630001,0.590642,0,-0.115943,0.008013,0,-0.154514,-0.02232,-16.730385,-15.537287,-0.027991,110,50
3231,401.487016,0.150391,0.152148,1.02959,27.257622,-16.312411,2.728643,-1.274872,40,40.630001,0.590629,0,-0.257803,0.016035,0,0.042686,-0.024085,-16.730385,-15.52362,-0.019707,110,50
3232,401.491989,-0.033203,-0.070508,0.994434,-49.471829,9.692214,6.665772,-1.274872,40,40.630001,0.590617,0,-0.195257,-0.007095,0,-0.232046,0.044792,-16.730385,-15.490471,-0.024293,110,50
3233,401.496983,-0.115234,-0.14082,0.928027,-20.398213,19.398166,6.665772,-1.274872,40,40.630001,0.590604,0,-0.047108,-0.016599,0,-0.395127,0.020559,-16.730385,-15.457183,-0.024758,110,50
3234,401.501961,0.044922,0.124805,0.978809,54.464124,-15.854584,9.509253,-1.274872,40,40.630001,0.590592,0,-0.145209,0.014849,0,-0.070962,-0.047034,-16.730385,-15.409846,-0.028396,110,50
3235,401.506951,0.091797,0.10918,1.037402,3.874255,-10.635345,4.04102,2.55003,40,40.902,0.581836,0,-0.234712,0.01092,0,-0.008128,-0.003324,-16.730385,-15.389682,-0.022951,110,50
3236,401.511948,-0.060547,-0.14082,0.986621,-56.229001,10.699436,7.32196,2.55003,40,40.902,0.581818,0,-0.155396,-0.008252,0,-0.346838,0.05149,-16.730385,-15.353094,-0.026898,110,50
3237,401.516928,-0.072266,-0.058789,0.951465,4.318806,1.817575,8.853065,2.55003,40,40.902,0.5818,0,-0.114592,-0.000786,0,-0.349508,-0.001329,-16.730385,-15.309005,-0.029117,110,50
3238,401.521891,0.072266,0.17168,1.033496,50.90772,-15.122058,7.978148,2.55003,40,40.902,0.581782,0,-0.218344,0.014721,0,-0.028152,-0.044229,-16.100131,-15.269409,-0.019954,105,55
3239,401.526867,0.033203,0.01543,1.033496,-21.020584,-6.057066,4.697207,2.55003,40,40.902,0.581764,0,-0.261088,0.007109,0,-0.126146,0.019225,-16.100131,-15.246036,-0.016844,105,55
3240,401.53186,-0.064453,-0.160352,0.974902,-42.181197,4.472977,7.32196,2.55003,40,40.902,0.581746,0,-0.210444,-0.002434,0,-0.403036,0.039624,-16.100131,-15.209477,-0.020103,105,55
3241,401.536836,-0.021484,0.062305,0.970996,25.47942,0.718788,11.696547,2.55003,40,40.902,0.581728,0,-0.197045,0.000748,0,-0.248237,-0.020502,-16.100131,-15.151276,-0.025497,105,55
3242,401.541844,0.076172,0.152148,1.025684,29.480374,-15.763018,6.228313,2.55003,40,40.902,0.58171,0,-0.305869,0.015891,0,-0.039002,-0.025454,-16.100131,-15.120084,-0.020206,105,55
3243,401.546831,0.013672,-0.093945,0.994434,-36.668769,-4.408885,5.134666,0.425053,40,40.664001,0.586899,0,-0.332206,0.006167,0,-0.260132,0.033816,-16.100131,-15.094478,-0.019419,105,55
3244,401.551805,-0.044922,-0.121289,0.939746,-16.041616,0.26096,9.071794,0.425053,40,40.664001,0.586885,0,-0.309526,0.001933,0,-0.391725,0.016734,-16.100131,-15.049354,-0.024172,105,55
3245,401.556795,-0.001953,0.144336,0.990527,31.4364,5.297067,10.82163,0.425053,40,40.664001,0.586872,0,-0.281139,-0.00266,0,-0.173436,-0.026223,-16.100131,-14.995354,-0.026758,105,55
3246,401.561773,0.056641,0.085742,1.013965,0.317849,-18.326854,4.04102,0.425053,40,40.664001,0.586859,0,-0.393905,0.018743,0,-0.135919,0.000672,-16.100131,-14.975238,-0.019938,105,55
3247,401.566764,0.017578,-0.156445,0.96709,-31.245251,-8.895598,7.978148,0.425053,40,40.664001,0.586846,0,-0.443694,0.01086,0,-0.357256,0.029761,-16.100131,-14.93542,-0.024617,105,55
3248,401.571747,-0.037109,-0.01582,0.947559,19.878081,9.051256,11.259088,0.425053,40,40.664001,0.586832,0,-0.380322,-0.005244,0,-0.263977,-0.015504,-16.100131,-14.879315,-0.028836,105,55
3249,401.576726,-0.013672,0.175586,1.017871,33.748061,6.578985,7.32196,0.425053,40,40.664001,0.586819,0,-0.340355,-0.003365,0,-0.024524,-0.02928,-15.424041,-14.842859,-0.015782,101,59
3250,401.5817,0.029297,-0.000195,0.99834,-25.110452,-25.926797,5.134666,0.425053,40,40.664001,0.586806,0,-0.47907,0.02597,0,-0.148879,0.022952,-15.424041,-14.817319,-0.013848,101,59
3251,401.586683,0.033203,-0.144727,0.974902,-21.109494,-14.572665,8.415607,3.399944,40,41.174,0.578793,0,-0.562837,0.016646,0,-0.314287,0.020616,-15.424041,-14.775383,-0.01787,101,59
3252,401.591661,-0.060547,0.062305,0.994434,34.281523,32.308913,12.790194,3.399944,40,41.174,0.578769,0,-0.374624,-0.025579,0,-0.117078,-0.029099,-15.424041,-14.711714,-0.02334,101,59
3253,401.596678,-0.017578,0.14043,1.025684,19.878081,-12.008829,5.790854,3.399944,40,41.174,0.578746,0,-0.425428,0.01345,0,0.039094,-0.01762,-15.424041,-14.682662,-0.016416,101,59
3254,401.601647,0.064453,-0.070508,0.982715,-39.424983,-33.98457,6.447043,3.399944,40,41.174,0.578722,0,-0.618193,0.033973,0,-0.185991,0.035703,-15.424041,-14.650626,-0.01755,101,59
3255,401.60664,0.013672,-0.086133,0.986621,-7.061692,8.776559,13.446382,3.399944,40,41.174,0.578699,0,-0.576902,-0.003631,0,-0.256518,0.007953,-15.424041,-14.583489,-0.025817,101,59
3256,401.61162,-0.091797,0.116992,1.006152,40.949785,29.836644,12.571465,3.399944,40,41.174,0.578676,0,-0.388085,-0.023328,0,-0.004396,-0.035705,-15.424041,-14.520883,-0.025775,101,59
3257,401.616615,0.021484,0.070117,0.986621,5.474637,-26.384625,5.353396,3.399944,40,41.174,0.578652,0,-0.525989,0.026697,0,0.052012,-0.005141,-15.424041,-14.494143,-0.01859,101,59
3258,401.621587,0.099609,-0.121289,0.982715,-39.869536,-30.138815,10.165442,3.399944,40,41.174,0.578629,0,-0.713955,0.031285,0,-0.196828,0.036167,-15.424041,-14.4436,-0.024335,101,59
3259,401.626589,-0.048828,-0.031445,0.982715,5.652458,32.034216,13.665111,2.124977,40,40.834,0.582522,0,-0.529864,-0.024256,0,-0.181197,-0.003668,-15.424041,-14.375247,-0.028954,101,59
3260,401.631544,-0.115234,0.136523,0.994434,30.280568,13.904232,11.040359,2.124977,40,40.834,0.582506,0,-0.410229,-0.00927,0,0.025576,-0.026603,-14.713573,-14.320542,-0.017049,98,62
3261,401.636532,0.099609,-0.000195,0.974902,-1.727084,-41.40138,7.759419,2.124977,40,40.834,0.582489,0,-0.655502,0.040706,0,0.016399,0.001393,-14.713573,-14.281838,-0.014154,98,62
3262,401.641518,0.091797,-0.105664,0.990527,-22.176416,-8.346205,10.6029,2.124977,40,40.834,0.582472,0,-0.731478,0.01239,0,-0.138269,0.020318,-14.713573,-14.228972,-0.01787,98,62
3263,401.646509,-0.134766,0.04668,0.96709,13.12091,37.345023,14.321299,2.124977,40,40.834,0.582456,0,-0.48415,-0.02921,0,-0.052582,-0.011083,-14.713573,-14.157494,-0.022762,98,62
3264,401.651509,-0.076172,0.116992,0.982715,15.432574,-16.12928,11.696547,2.124977,40,40.834,0.582439,0,-0.529062,0.017769,0,0.073511,-0.013981,-14.713573,-14.099012,-0.020829,98,62
3265,401.65649,0.158203,-0.054883,0.970996,-10.440277,-47.627842,6.447043,2.124977,40,40.834,0.582422,0,-0.828837,0.04735,0,-0.002525,0.009128,-14.713573,-14.066899,-0.015781,98,62
3266,401.661465,0.021484,-0.086133,1.017871,-20.131483,21.321044,11.696547,2.124977,40,40.834,0.582406,0,-0.727119,-0.01353,0,-0.137569,0.018528,-14.713573,-14.008708,-0.02209,98,62
3267,401.666459,-0.181641,0.07793,0.982715,10.097965,32.125782,13.88384,-7.649899,40,40.562,0.603032,0,-0.486954,-0.024635,0,-0.053877,-0.008436,-14.713573,-13.939372,-0.025349,98,62
3268,401.671428,0.037109,0.081836,0.963184,12.053988,-42.774866,11.259088,-7.649899,40,40.562,0.603021,0,-0.711058,0.042292,0,0.041062,-0.010806,-14.713573,-13.883426,-0.023382,98,62
3269,401.676421,0.166016,-0.07832,0.994434,-16.219437,-32.702649,5.134666,-7.649899,40,40.562,0.60301,0,-0.937718,0.035085,0,-0.072726,0.014662,-14.713573,-13.857789,-0.017326,98,62
3270,401.68141,-0.087891,-0.04707,1.006152,-10.707008,42.106433,15.196217,-7.649899,40,40.562,0.602999,0,-0.686709,-0.031951,0,-0.145108,0.010357,-13.968728,-13.781975,-0.018521,95,65
3271,401.686374,-0.173828,0.070117,0.994434,5.118997,8.410296,12.571465,-7.649899,40,40.562,0.602987,0,-0.568569,-0.00337,0,-0.089793,-0.00384,-13.968728,-13.71957,-0.016644,95,65
3272,401.691352,0.142578,0.038867,0.978809,5.652458,-65.757825,7.540689,-7.649899,40,40.562,0.602976,0,-0.950264,0.064019,0,-0.044916,-0.004619,-13.968728,-13.682032,-0.0119,95,65
3273,401.696344,0.095703,-0.062695,1.045215,-16.041616,2.73323,6.447043,-7.649899,40,40.562,0.602965,0,-0.968549,0.004377,0,-0.14938,0.015042,-13.968728,-13.649848,-0.011204,95,65
3274,401.701339,-0.201172,0.003711,1.013965,2.540603,52.178647,15.852405,-7.649899,40,40.562,0.602954,0,-0.621561,-0.041195,0,-0.134489,-0.001278,-13.968728,-13.570666,-0.022159,95,65
3275,401.706337,-0.099609,0.085742,0.982715,16.143854,-20.799125,15.852405,-5.949974,40,40.358002,0.600363,0,-0.678404,0.022887,0,-0.017343,-0.013967,-13.968728,-13.491436,-0.023265,95,65
3276,401.711303,0.201172,0.019336,0.99834,7.608481,-62.278335,5.790854,-5.949974,40,40.358002,0.600356,0,-1.063863,0.061775,0,0.028187,-0.006836,-13.968728,-13.462678,-0.01313,95,65
3277,401.716303,-0.048828,-0.04707,1.056934,-19.775843,35.605275,12.790194,-5.949974,40,40.358002,0.600349,0,-0.860578,-0.025063,0,-0.08896,0.017879,-13.968728,-13.398727,-0.021353,95,65
3278,401.721275,-0.244141,0.027148,1.006152,0.051119,30.202906,14.977487,-5.949974,40,40.358002,0.600341,0,-0.606128,-0.022125,0,-0.077013,0.000493,-13.968728,-13.324259,-0.024683,95,65
3279,401.726268,0.080078,0.089648,1.002246,25.47942,-51.107332,12.790194,-5.949974,40,40.358002,0.600334,0,-0.888445,0.050802,0,0.086939,-0.022842,-13.968728,-13.260398,-0.023284,95,65
3280,401.731241,0.173828,-0.000195,1.02959,-9.728997,-8.712467,7.10323,-5.949974,40,40.358002,0.600327,0,-0.995073,0.01455,0,0.038118,0.008224,-13.968728,-13.225074,-0.017822,95,65
3281,401.73624,-0.177734,-0.043164,1.045215,-15.774886,34.872751,15.414947,-5.949974,40,40.358002,0.60032,0,-0.744714,-0.025233,0,-0.057779,0.01417,-13.200965,-13.148014,-0.016882,93,67
3282,401.741199,-0.169922,0.050586,0.978809,18.366608,-8.163074,18.258428,-5.949974,40,40.358002,0.600313,0,-0.707741,0.012065,0,0.054512,-0.016408,-13.200965,-13.057471,-0.021124,93,67
3283,401.746188,0.173828,0.081836,0.994434,17.210776,-50.74107,10.384171,-3.399944,40,40.290001,0.595479,0,-1.026111,0.051444,0,0.173613,-0.016231,-13.200965,-13.005664,-0.013601,93,67
3284,401.751165,0.029297,-0.04707,1.076465,-36.668769,23.243921,11.915276,-3.399944,40,40.290001,0.595473,0,-0.915253,-0.013894,0,-0.027051,0.032188,-13.200965,-12.946362,-0.016033,93,67
3285,401.756173,-0.224609,-0.04707,1.033496,-9.995727,40.27512,14.977487,-3.399944,40,40.290001,0.595468,0,-0.618992,-0.030825,0,-0.095593,0.00939,-13.200965,-12.871354,-0.020287,93,67
3286,401.761151,-0.001953,0.081836,0.990527,29.658195,-37.738759,20.445721,-3.399944,40,40.290001,0.595462,0,-0.799955,0.038518,0,0.086051,-0.026482,-13.200965,-12.769575,-0.027434,93,67
3287,401.766143,0.193359,0.054492,1.02959,-0.482342,-12.924485,9.727982,-3.399944,40,40.290001,0.595456,0,-0.935565,0.01781,0,0.105171,-0.000313,-13.200965,-12.721013,-0.016889,93,67
3288,401.771115,-0.107422,-0.066602,1.072559,-30.978522,49.706375,15.633675,-3.399944,40,40.290001,0.59545,0,-0.641685,-0.038897,0,-0.074326,0.027553,-13.200965,-12.643282,-0.024158,93,67
3289,401.776112,-0.162109,0.007617,1.010059,6.71938,7.769338,19.570804,-3.399944,40,40.290001,0.595444,0,-0.531798,-0.003067,0,-0.03728,-0.005604,-13.200965,-12.545487,-0.029647,93,67
3290,401.781096,0.138672,0.097461,0.99834,19.433529,-42.50017,15.633675,-3.399944,40,40.290001,0.595439,0,-0.795537,0.042642,0,0.099856,-0.017656,-13.200965,-12.467569,-0.026612,93,67
3291,401.786082,0.087891,-0.027539,1.076465,-22.176416,19.215035,10.165442,-0.85001,40,40.290001,0.590333,0,-0.728492,-0.011682,0,-0.021174,0.0195,-13.200965,-12.416884,-0.021593,93,67
3292,401.791068,-0.158203,-0.062695,1.049121,-12.396301,37.528154,15.633675,-0.85001,40,40.290001,0.590327,0,-0.474753,-0.029435,0,-0.107207,0.011566,-12.421742,-12.338934,-0.017528,92,68
3293,401.796031,-0.021484,0.070117,0.990527,12.676359,-14.114837,20.664451,-0.85001,40,40.290001,0.590321,0,-0.531454,0.016028,0,-0.014381,-0.010962,-12.421742,-12.236376,-0.024228,92,68
3294,401.801009,0.181641,0.062305,1.021777,-1.993814,-22.264173,12.571465,-0.85001,40,40.290001,0.590316,0,-0.710795,0.024391,0,0.001472,0.00173,-12.421742,-12.173796,-0.016627,92,68
3295,401.80599,-0.048828,-0.07832,1.076465,-21.020584,30.202906,11.915276,-0.85001,40,40.290001,0.59031,0,-0.537182,-0.022607,0,-0.132619,0.01927,-12.421742,-12.114445,-0.016768,92,68
3296,401.811003,-0.142578,-0.019727,1.021777,3.429704,13.904232,19.133344,-0.85001,40,40.290001,0.590304,0,-0.405897,-0.0093,0,-0.122525,-0.002138,-12.421742,-12.01853,-0.025666,92,68
3297,401.81599,0.095703,0.113086,0.986621,16.855136,-26.109929,19.570804,-0.85001,40,40.290001,0.590298,0,-0.572221,0.02678,0,0.009629,-0.014776,-12.421742,-11.92093,-0.027487,92,68
3298,401.820992,0.107422,0.003711,1.056934,-13.552133,5.297067,9.946712,-0.85001,40,40.290001,0.590292,0,-0.583802,-0.000547,0,-0.056008,0.012217,-12.421742,-11.871176,-0.018104,92,68
3299,401.825955,-0.115234,-0.07832,1.056934,-21.909687,19.76443,13.665111,5.10006,40,40.698002,0.576746,0,-0.436602,-0.0142,0,-0.194204,0.020476,-12.421742,-11.803356,-0.022944,92,68
3300,401.830941,-0.041016,0.050586,0.982715,19.52244,-7.888378,24.601579,5.10006,40,40.698002,0.576733,0,-0.454702,0.010058,0,-0.074488,-0.016517,-12.421742,-11.680693,-0.03611,92,68
3301,401.835924,0.119141,0.101367,0.994434,14.810202,-18.509985,13.88384,5.10006,40,40.698002,0.576719,0,-0.59241,0.020289,0,0.042025,-0.013218,-12.421742,-11.61151,-0.025852,92,68
3302,401.840905,-0.005859,-0.039258,1.049121,-34.534926,20.58852,11.477817,5.10006,40,40.698002,0.576705,0,-0.483709,-0.01459,0,-0.144308,0.031145,-12.421742,-11.554338,-0.024131,92,68
3303,401.845894,-0.111328,-0.043164,0.994434,-3.949837,13.080141,15.414947,5.10006,40,40.698002,0.576691,0,-0.36853,-0.008842,0,-0.180624,0.004708,-11.63106,-11.477433,-0.018288,91,69
3304,401.85086,0.041016,0.097461,0.947559,29.035825,-17.594329,24.601579,5.10006,40,40.698002,0.576677,0,-0.470247,0.018637,0,0.006956,-0.025387,-11.63106,-11.355261,-0.029614,91,69
3305,401.855837,0.083984,0.04668,1.010059,0.40676,-12.283525,12.571465,5.10006,40,40.698002,0.576663,0,-0.561816,0.014642,0,0.028631,-0.000555,-11.63106,-11.292693,-0.017889,91,69
3306,401.860838,-0.064453,-0.082227,1.013965,-43.425941,25.990889,9.290524,5.10006,40,40.698002,0.576649,0,-0.401872,-0.019876,0,-0.220522,0.039436,-11.63106,-11.246232,-0.015102,91,69
3307,401.865835,-0.044922,-0.004102,0.955371,9.208863,-9.628123,21.758097,-0.000095,40,40.290001,0.588476,0,-0.42669,0.011381,0,-0.174657,-0.006817,-11.63106,-11.137506,-0.029676,91,69
3308,401.870816,0.072266,0.113086,0.947559,25.034869,-7.61368,22.414286,-0.000095,40,40.290001,0.58847,0,-0.492607,0.010083,0,0.000433,-0.02185,-11.63106,-11.025861,-0.031922,91,69
3309,401.875801,0.017578,-0.027539,1.006152,-18.531101,-2.02818,11.040359,-0.000095,40,40.290001,0.588464,0,-0.506004,0.005302,0,-0.102188,0.016885,-11.63106,-10.970825,-0.02078,91,69
3310,401.880775,-0.064453,-0.07832,0.96709,-19.331292,11.431961,13.008923,-0.000095,40,40.290001,0.588458,0,-0.417706,-0.00706,0,-0.230188,0.018477,-11.63106,-10.906118,-0.023745,91,69
3311,401.885763,0.005859,0.066211,0.93584,16.677316,-6.606459,23.94539,-0.000095,40,40.290001,0.588452,0,-0.449552,0.008904,0,-0.116011,-0.013744,-11.63106,-10.786679,-0.036865,91,69
3312,401.890738,0.056641,0.093555,0.974902,10.631426,2.73323,19.352074,-0.000095,40,40.290001,0.588447,0,-0.456598,0.000802,0,-0.022178,-0.009123,-11.63106,-10.690402,-0.0334,91,69
3313,401.895735,-0.029297,-0.082227,1.002246,-21.998597,2.824796,6.884501,-0.000095,40,40.290001,0.588441,0,-0.426664,0.000514,0,-0.164748,0.020348,-11.63106,-10.656,-0.020824,91,69
3314,401.900713,-0.029297,-0.027539,0.963184,4.585536,1.634443,18.039698,-0.000095,40,40.290001,0.588435,0,-0.402342,0.001383,0,-0.152328,-0.002938,-10.840379,-10.566199,-0.022719,91,69
3315,401.905678,0.021484,0.128711,0.974902,16.677316,6.304288,22.633014,-6.800079,40,40.153999,0.602576,0,-0.377077,-0.002869,0,-0.013669,-0.014458,-10.840379,-10.453826,-0.029099,91,69
3316,401.910689,0.013672,0.027148,1.006152,-10.084637,1.634443,11.915276,-6.800079,40,40.153999,0.602573,0,-0.371424,0.001167,0,-0.051804,0.009162,-10.840379,-10.394118,-0.018709,91,69
3317,401.915662,-0.029297,-0.090039,0.990527,-16.308347,0.627222,9.727982,-6.800079,40,40.153999,0.60257,0,-0.352817,0.001916,0,-0.169148,0.015413,-10.840379,-10.345741,-0.017094,91,69
3318,401.920655,0.005859,0.050586,0.990527,22.189745,2.73323,21.758097,-6.800079,40,40.153999,0.602567,0,-0.33868,-0.000021,0,-0.036026,-0.019113,-10.840379,-10.237102,-0.031208,91,69
3319,401.92565,-0.001953,0.120898,1.006152,8.942133,11.24883,21.976827,-6.800079,40,40.153999,0.602564,0,-0.27913,-0.007868,0,0.059212,-0.008217,-10.840379,-10.127328,-0.03297,91,69
3320,401.930625,-0.005859,-0.035352,1.013965,-18.08655,-9.994385,7.759419,-6.800079,40,40.153999,0.602561,0,-0.323541,0.01098,0,-0.044318,0.016093,-10.840379,-10.088725,-0.018621,91,69
3321,401.935609,0.009766,-0.04707,1.002246,-3.416377,-1.753483,16.508593,-6.800079,40,40.153999,0.602558,0,-0.333417,0.003858,0,-0.079767,0.003538,-10.840379,-10.006446,-0.028932,91,69
3322,401.940583,0.013672,0.097461,1.033496,25.746149,13.080141,23.94539,-6.800079,40,40.153999,0.602555,0,-0.271423,-0.00952,0,0.087939,-0.023082,-10.840379,-9.887342,-0.038382,91,69
3323,401.945576,-0.021484,0.058398,1.025684,-0.037791,3.648886,15.633675,-0.424957,40,40.256001,0.589391,0,-0.242105,-0.001494,0,0.111703,-0.000747,-10.840379,-9.809283,-0.030768,91,69
3324,401.950561,0.021484,-0.062695,1.006152,-16.397258,-16.312411,7.759419,-0.424957,40,40.256001,0.589386,0,-0.329459,0.016535,0,0.004615,0.014277,-10.049697,-9.770602,-0.012023,91,69
3325,401.95553,0.033203,0.031055,1.025684,9.208863,1.634443,20.883179,-0.424957,40,40.256001,0.589381,0,-0.332014,0.000892,0,0.063462,-0.008479,-10.049697,-9.666833,-0.027215,91,69
3326,401.960516,-0.025391,0.097461,1.041309,14.365652,15.643978,21.976827,-0.424957,40,40.256001,0.589376,0,-0.241495,-0.011966,0,0.173961,-0.013751,-10.049697,-9.557257,-0.02989,91,69
3327,401.965506,-0.005859,-0.008008,0.994434,-10.618098,-10.543779,9.509253,-0.424957,40,40.256001,0.589371,0,-0.288988,0.011219,0,0.117692,0.008444,-10.049697,-9.509806,-0.017496,91,69
